"","x"
"11352","nie ¿ebym robi³ to na z³oœæ ale znowu w supernatural flaga pl napisy ang"
"11353","\Plotkara\"", \""90210\"", \""2 Broke Girls\"", \""Hart of Dixie\"" - dziœ jest w czym wybieraæ! Wszystkie wymienione seriale z napisami :D Watch all the series!"""
"11354","czekam tylko na jutrzejsze TVD, na nic wiêcej <3"
"11355","90210!<3"
"11356","2 Broke Girls coraz lepsze :D"
"11357","Grey's Anatomy <3"
"11358","z ka¿dej."
"11359","Kiedy bd Supernatural?"
"11360","Tvd ; D"
"11361","Son's of anarchy samo siê nie obejrzy !"
"11362","Wyczyta³am przed chwil¹, ¿e trzeba wejœæ przez Google Chrom. Zrobi³am tak i zadzia³o."
"11363","Pawe³, spn ju¿ jest, tylko bez napisów ;)"
"11364","no ja ju¿ myœla³em ¿e SN ju¿ s¹ z napisami, fakt faktem s¹ ale z angielskimi napisami :<"
"11365","plotkaraaa <33"
"11366","\Pracowity\"" wieczór przed nami :-)"""
"11367","ehe..."
"11368","Pi¹tek jest takim dniem, w którym dziej¹ siê same najlepsze rzeczy. Nie doœæ, ¿e zaraz zaczyna siê weekend, to jeszcze najnowszy odcinek \Supernatural\"" mamy z napisami :) Best day ever!   http://iitv.info/supernatural/"""
"11369","kawa, p¹czek, SPN i do tego pi¹teczek - nie ma lepszego pocz¹tku dnia :D"
"11370","dawaæ napisy do Sons of Anarchy, bo Chibsa ledwo da siê zrozumieæ na ¿ywca!"
"11371","a sonsi? ;c"
"11372","tego ju¿ nie da siê ogl¹daæ"
"11373","i s¹ sonsi :3 JAJ tyle wygraæ :D"
"11374","no jest co ogladaæ wieczorkiem :)"
"11375","Ale to prawda /;p"
"11376","Czy myœleliœcie kiedyœ o takiej opcji, by fani mogli siê zalogowaæ w serwisie i an pierwszej stronie mieæ tylko swoje ulubione i ogl¹dane seriale? 3/4 nowych odcinków w ogóle mnie nie interesuje :("
"11377","Witam BARDZO SERDECZNIE PROSZÊ o przet³umaczenie 6 i 7 odcinka Prywatnej Praktyki. "
"11378","Jeœli pi¹tek to weekend, a jeœli weekend to z pewnoœci¹ napisy do jakiegoœ dobrego serialu! Tym razem do najnowszego odcinka z 8. sezonu \Koœci\""!   http://iitv.info/kosci/"""
"11379","Jak tam napisy do najnowszego odcinka TVD? Pojawi¹ siê dzisiaj?"
"11380","a kiedy pamiêtniczki ;( ?"
"11381","No w³aœnie, kiedy napisy do PW??"
"11382","Z³apa³am wirusa na putlockerze od Pamiêtników Wampirów, który grasowa³ na odsiebie. "
"11383","Jak je ktoœ zrobi, docencie czyj¹œ prace.."
"11384","Dok³adnie. Cierpliwoœci. Odcinek wyszed³ ledwie kilkanaœcie godzin temu."
"11385","³aaaa³ :/ nowy odcinek tylko ¿e znowu na gównianych serwerach !!"
"11386","Nie ma nic lepszego w pierwszy grudniowy poranek ni¿ najnowszy odcinek \Pamiêtników wampirów\"" z napisami. Do tego kubek gor¹cej czekolady i miêciutki koc :) Lepiej byæ ju¿ nie mo¿e :)  http://iitv.info/the-vampire-diaries/"""
"11387","Kiedy bêdzie t³umaczenie The New Normal? ;)"
"11388","dobry ten najnowszy odcinek;D"
"11389","ogl¹da³am wczoraj, nieziemski odcinek ! :D"
"11390","I wampirzy seks Damona z Elen¹, nic mi wiecej do szczêœcia ni terzeba. ;3"
"11391","rozmarzy³am siê po przeczytaniu tego, co myœli iiTV.info :D"
"11392","ju¿ wczoraj by³ XD"
"11393","Mój ulubiony odcinek DELENA  <3"
"11394","Ciekawe ile ta Delena bêdzie jeszcze trwaæ... Potem z³ami¹ wiêŸ i Elenie siê znó \odmieni\"" .__."""
"11395","eh delena :) ale koñcówka przegiêcie, zaczyna mnie to wkurzaæ tyle czasu kie³kowa³o uczucie a tu niby przywi¹zanie wtf??"
"11396","Ej... nie spoilerujcie w komentarzach!"
"11397",":-) ju¿ ogl¹da³am. Muszê za to Dextera nadrobiæ ale czy koc i gor¹ca czekolada do tego pasuj¹? ;)"
"11398","owszem odcinek super, ale nie podoba³a mi siê koñcówka.. Elena i Damon? ugh! natomiast Caroline i Klaus - jeaaah! :D"
"11399","odcinek fajny ale jak dla mnie elana powinna byc z sefciem"
"11400","opis idealnie siê zgadza... a Delena mmm <3"
"11401","a ja czeka³am 3 sezony na to ¿eby Elena by³a z Damonem, Oni do Siebie pasuj¹, czuæ miedzy nimi chemie:)"
"11402","ja chcê ¿eby wróci³ Damon z pierwszego sezonu..."
"11403","Elena to najgorszy wampir w historii wampirów."
"11404","Czy mo¿na prosiæ o niedodawanie odcinków na taki odtwarzacz jak sprocked? tylko na inne bardziej dostêpne bez konta jak videofiles lub putlocker?"
"11405","dla mnie nie ma w tym nic fajnego, po prostu Elena puszcza siê. i nie ma w tym za grosz romantyzmu itp. :))"
"11406","Elena to obok Charlie z Revolution serialowa postaæ której œmieræ ucieszy³aby chyba duuu¿e grono widzów."
"11407","3 sezony czekania, a¿ w koñcu wymarzona scena : 33 + Klaus i Caroline ?"
"11408","no odcinek super Delena a ponad to Klaus i Caroline :)"
"11409","ostatni odcinek glee - hosting na sprocked.com leci i za chwilê siê strona odœwie¿a. U wszystkich ? "
"11410","co z napisami do haven? :)"
"11411","Czy ktoœ t³umaczy Criminal Minds? Bo s¹ kolejne odcinki, ale niestety tylko w oryginale... "
"11412","Z ogromn¹ przyjemnoœci¹ mo¿emy napisaæ, i¿ jest ju¿ dostêpny 8. odcinek 10 sezonu tak lubianego przez Was serialu \Agenci NCIS\""! ;) Co tym razem spotka Jethro Gibbs'a?  http://iitv.info/ncis/s10e08-gone.html"""
"11413","A kiedy najnowszy odcinek Mentalisty? (Z napisami oczywiscie) :)"
"11414","Z napisami to wam sie niespieszy"
"11415","Pierwsza pomoc na wypadek ataku zombie :D Z pewnoœci¹ taka apteczka przyda³aby siê bohaterom serialu \The Walking Dead\"". Jeœli jeszcze nie widzieliœcie 8. odcinka z sezonu 3 - zapraszamy! U nas obejrzycie z napisami.   http://iitv.info/walking-dead/"""
"11416","nawet t³umik jest"
"11417","Po co tlumik na zombie?"
"11418","¿eby by³a cisza i inne siê nie zczai³y, bo reaguj¹ na ha³as?"
"11419","Jeden u¿ytkownik nazywa siê maxvideo, drugi hd3, a trzeci sporcked, ale trudno jak nadal tak bêdzie to raczej trzeba bêdzie poszukaæ nowej stronki z serialami"
"11420","Odrazu widaæ kto ogl¹da a kto nie."
"11421","ja chce takie! ^^"
"11422","Polecamy! :)"
"11423","ekhm, papier toaletowy?:P"
"11424","ja bym dodala jeszcze prezerwatywy :P Mo¿e w 4 sezonie Maggie i Glenn wpadn¹ ;p"
"11425","Gdzie mo¿na  taki zestaw dostac :P ?"
"11426","Widzia³am i uwielbiam! Teraz czekam na przet³umaczon¹ Plotkarê :D"
"11427","mentalista dopiero 9grudnia nast.odc premiera,wiec u nas pewnie 10grudnia lub pozniej"
"11428","cda i anyfiles,reszta chce z nas zdzierac"
"11429","nieprawda,w zyciu cenie swiety spokoj i sympatycznych ludzi ale na ekranie szukam dreszczyku emocji"
"11430","wlasnie,wszystko na cda i bedziemy szczesliwi"
"11431","odsiebie rzeczywiscie fatalne,mialam spotkanko avasta z wirusem po uzyciu,ale cda najlepsze-szybki bufor i dobra jakosc,wiec dawajcie tam co sie da"
"11432","Kiedyœ to by³ fajny portal... teraz wzbudza w cz³owieku tylko frustracje. Odtwarzacze nie dzia³aj¹, mam wa¿n¹ HD3D, mimo to nie jestem premium , wiêc nie mogê nic na tym odtwarzaczu obejrzeæ. Na Spocet w ogóle nie mo¿na wykupiæ us³ugi premium a na darmowym zrywa co chwilê. Czy w ogóle dbacie o u¿ytkowników, bo chyba nie bardzo? "
"11433","Bardzo dziêkujê t³umaczom!!! :-)"
"11434","Na innych serialach jest to samo. Masakra"
"11435","I to jest doskona³a wymówka dla szefa: \£ó¿ko mnie napad³o i nie chcia³o puœciæ\"" :) Wszystkim, którzy mog¹ sobie jeszcze poleniuchowaæ i tym, którzy musieli wstaæ rano polecamy najnowszy odcinek \""Jak pozna³em wasz¹ matkê\"" z napisami :)   http://iitv.info/jak-poznalem-wasza-matke/"""
"11436","ju¿ nie posz³am na jedne zajêcia, bo musia³am nadrobiæ \Homeland\"". mam nie iœæ na kolejne?"""
"11437","Aga jutro te¿ jest dzieñ :D"
"11438","himym by³o ju¿ wczoraj :P"
"11439","Dlaczego zaznaczacie, ¿e jest nowy odcinek 90210 z napisami PL i póŸniej tam gdzie taki odcinek powinien siê znajdowaæ wstawiacie bez napisów? To ju¿ nie pierwszy taki raz. Bez sensu kompletnie. "
"11440","Zgadzam siê, twórcy portalu zarabiaj¹ na nim a zachowuj¹ siê tak jakby za nic nie ponosili odpowiedzialnoœci- \my tylko wrzucamy linki\"" Czyli co nie interesuje was jakoœæ tego co wrzucacie? Ani frustracja u¿ytkowników, którzy nie mog¹ nic obejrzeæ albo po 30 min nie mog¹ ogl¹daæ dalej , bo co chwila zrywa? Mo¿e czas braæ pieni¹¿ki za jak¹œ pracê a nie nic nie robienie : Mo¿e czas pomyœleæ o tym by ka¿dy odcinek wrzucaæ na sprawdzony odtwarzacz? Nie mówi¹c ju¿ o tym ¿e poœredniczycie w zwyczajnie w oszustwach. Ja wyda³am 20 z³ ostatnio na premium na ró¿ne odtwarzacze licz¹c ¿e bêdê mog³a coœ obejrzeæ i jak nie ma linku do maxvideo to niestety nadal nie mogê ogl¹daæ mimo 3 abonamentów PREMIUM na innych otwarzaczach."""
"11441","co nie Klaudia ?"
"11442","Drodzy serialomaniacy! Mamy dla Was dobr¹ wiadomoœæ. Zagro¿enie wirusem na hostingu odsiebie.pl ju¿ minê³o, dlatego te¿ w³¹czamy wszystkie linki z tego serwisu. Od dziœ ponownie znajdziecie je na naszej stronie! Zapraszamy na Wasze ulubione seriale z napisami!"
"11443","ufff:)"
"11444","szkosa tylko ze nie dodajecie juz linkow z cda.pl"
"11445","*szkoda"
"11446","http://cdn.memegenerator.net/instances/400x/31258178.jpg :D"
"11447","£adna wymówka, ale ¿adne usprawiedliwienie. Zarabiacie na tym portalu pieni¹dze, wiêc powinniœcie dbaæ o swoich u¿ytkowników."
"11448","drugi link jest z napisami, czill."
"11449","Ma ktoœ link do najnowszego odcinka Misfits, na innym hostingu ni¿ sprocked ?"
"11450","strasznie dlugo nie ma napisow do Scandal :( - skandal"
"11451","to mo¿e zmienili, bo nie by³ :P"
"11452","902010 loooo matko nie masz co z czasem wolnym robic :p"
"11453","hehe, w³aœnie mam i zaraz zabieram siê za ogl¹danie :D"
"11454","Coraz bli¿ej œwiêta, coraz bli¿ej œwiêta! Nie mo¿emy siê ju¿ doczekaæ :) A z okazji Miko³ajek mamy dla Was prezent - najnowszy odcinek \Plotkary\"" z napisami! Najlepszego! http://iitv.info/plotkara/"""
"11455","Szkoda ¿e ju¿ tylko dwa odcinki do koñca serialu :/"
"11456","Ekipa iiTV nie robi napisów, wiêc te \pretensje\"" to pod innym adresem trzeba kierowaæ :-)"""
"11457","Kto dziœ dosta³ prezent do buta? Pochwaliæ siê, czym obdarowa³ Was Œwiêty Miko³aj! My te¿ mamy taki drobny upominek: najnowszy odcinek \Synowie Anarchii\"" z napisami http://iitv.info/sons-of-anarchy/"""
"11458","sama siebie obdarowalam karnetem na festival muzyczny :)"
"11459","dobry odcinek! ogólnie super,¿e sonsi ostatnio trwaj¹ godzinê :D"
"11460","Woda w butach te¿ siê liczy?"
"11461","Nowy odcinek Arrow, najlepszy z dotychczasowych, okaza³ siê wspania³ym prezentem! :-)"
"11462","Nowe odcinki supernatural i arrow niby z polskimi napisami, ale jednak ich brak. Po raz kolejny zreszt¹."
"11463","A z pi¹tku cieszymy siê w³aœnie tak :D I mamy nadziejê, ¿e Was równie¿ uciesz¹ najnowsze odcinki \Arrow\"", \""Supernatural\"", \""Castle\"", \""American Horror Story\"", \""Koœci\"" i \""Hart of Dixie\"" z napisami ;) Czeka Was chyba d³ugi dzieñ przed komputerem :D  http://iitv.info/"""
"11464","zdjêcie œwietne!!!"
"11465","Napisy do nowego odcinka Arrow œmigaj¹ ju¿ na napiprojekt, wiêc mo¿na z nich skorzystaæ :-)"
"11466","Arrow + Castle FTW! (Y)"
"11467","supernatural! <3"
"11468","och nie, a grey's anatomy?:("
"11469","Wrzucicie wersje z napisami Supernatural i  Arrow na inne serwery te¿ ?"
"11470","hihihi"
"11471","buhehe"
"11472","Wiemy, ¿e Miko³ajki by³y wczoraj, ale dziœ te¿ mamy dla Was prezent. Mamy nadziejê, ¿e przypadnie Wam do gustu! Najnowszy odcinek \Pamiêtników wampirów\"" z napisami. Mo¿e byæ? :) http://iitv.info/the-vampire-diaries/"""
"11473","super ogl¹damy ;d"
"11474","swietnieeee :P"
"11475","kusz¹ce, kusz¹ce, ale wypracowanie samo siê nie napisze :( ale w  nagrodê za skoñczenie sobie obejrzê :D"
"11476","<3!"
"11477","Stefan i Edward - dwa najbardziej drêtwe wampiry w historii kina :P"
"11478","mniej gejowskiego prezentu nie by³o? :D:D"
"11479","@Adrian - prawda ;) Ale Damon to juz inna bajka ;>"
"11480","Damon mmm...heh :p"
"11481","Wieczorkiem <3"
"11482","nuuuuuda."
"11483","Inn, ciesz siê, mog³aœ dostaæ Edwarda xD..."
"11484","Tak, tak tak : 33 Jak siê œciemni, zabieram siê do ogl¹dania : >"
"11485","takakkak <333"
"11486","I <3 IITV.INFO"
"11487","ahs <3"
"11488","a prywatna praktyka? czekam niecierpliwie"
"11489","jak najbardziej !"
"11490","Bombowo! :-)"
"11491","cudnie!! :D"
"11492","nareszcie!!"
"11493","A có¿ to? Nie bêdzie kolejnego odcinka „The Walking Dead”...?"
"11494","-> A có¿ to?  Nie bêdzie kolejnego odcinka „The Walking Dead”...?"
"11495","dopiero w lutym :("
"11496","Powinniœcie posegregowaæ seriale na stronie wed³ug gatunków, ¿eby DA£O siê jakoœ znaleŸæ seriale teoretycznie w naszym guœcie. Co za tym idzie by³o by wiêcej ods³on strony.  Mi pare seriali siê pokoñczy³o, kilka jeszcze ogl¹dam ale ogl¹da³bym wiêcej, gdybym je móg³ jakoœ ³atwo znaleŸæ. :/"
"11497","Stronka Wam pad³a ;("
"11498","no wlasnie :("
"11499","tez cierpie z tego powodu :("
"11500","CO SIE DZIEJEEE?"
"11501","PAD£A NA AMEN? "
"11502","bêdzie w lutym ;)"
"11503","I jak tu wype³niæ wieczorny rytua³? ;("
"11504","Dobra, dzia³a. Ufff :D"
"11505","Wiem, ¿e Miko³ajki by³y w czwartek, ale dajcie nam prezent jeszcze dziœ i dodajcie napisy do chirurgów :D"
"11506","...wiem, ¿e ci¹g dalszy bêdzie w lutym, ale interesuj¹ mnie przyczyny przerwy w emisji serialu. Czy redakcja profilu wie coœ na ten temat?"
"11507","... interesuj¹ mnie przyczyny przerwy w emisji serialu a¿ do lutego. Czy redakcja profilu wie coœ na ten temat?"
"11508","no ju¿ niech bêdzie :P"
"11509","Sezon kichania, smarkania i ogólnego rozbicia mo¿emy uznaæ za otwarty :( Wszystkich, którzy czuj¹ siê niewyraŸnie zapraszamy do nas :D Na iitv.info zawsze jest co robiæ, a nowy odcinek \Chirurgów\"" na chorobê bêdzie, jak znalaz³ ;)   http://iitv.info/chirurdzy/"""
"11510","ca³y weekend czeka³am na te napisy, akurat chirurgów bardzo nie lubiê ogl¹daæ BEZ ;) A teraz w pracy jestem :("
"11511","Ju¿ ogl¹dnê³am :) w koñcu siê doczekalam tych napisów ;)"
"11512","Statek z napisami 3 epizod mo¿e ktoœ wrzuci na inny serwer ? :)"
"11513","czesc czy mozna wrzucic odcinki serialu melrose place z 1992 roku co sa obecnie emitowane w tv"
"11514","Mam wielk¹ proœbê o wrzucenie 5 odc sezonu 3 El Barco bo jest niedostêpny:( A dzieje siê teraz w tym serialu tyle ¿e szkoda by³oby przegapiæ nawet 1 odc:)"
"11515","macie wirusa na str o nazwie URL mal zlikfidujcie tego wirusa "
"11516","Brrr.... wam równie¿ jest tak zimno? Je¿eli tak to mamy nadziejê, i¿ rozgrzeje Was 11. odcinek 7 sezonu \Dextera\"" oczywiœcie z napisami :)  http://iitv.info/dexter/s07e11-do-you-see-what-i-see.html"""
"11517","Obejrza³am ju¿ wczoraj, bez napisów. Œwietny œwietny, nie mogê siê doczekaæ ostatniego !"
"11518","a Homeland?"
"11519","A mi siê strasznie nie podoba³."
"11520","Mi te¿ nie, wkurzy³am siê strasznie."
"11521","Ja tez ogl¹da³am wczoraj, koñcówka jak zwykle mocna. Narazie poniedzia³ki maja jeden pozytyw:)"
"11522","DZIEJE SIÊ"
"11523","Niestety konkurencyjny serwis wystawia seriale o wiele wiele wczeœniej ju¿ z napisami ;)"
"11524","Ja go ogl¹da³em ko³o 22 skoñczy³em po 23 a serial coraz dziwniejszy"
"11525","Tonight is the night :)"
"11526","Tak, mamy to! ;) Ju¿ jest 10. odcinek 8 sezonu \Jak pozna³em Wasz¹ matkê\"" z napisami. Biegusiem do ogl¹dania ;)  http://iitv.info/jak-poznalem-wasza-matke/"""
"11527","wstawiacie wersje PL seriali z pierwszymi lepszymi napisami jakie sie pojawia, czy z takimi, ktore chociaz trzymaja jakis poziom, pozwalajacy to ogladac?"
"11528","ogl¹dam to juz chyba tylko z senstymentu... takie 2BG o wiele zabawniejsze"
"11529","W³aœnie mia³am siê uczyæ... :3"
"11530","Monika, I love pandas, zapraszam ;)"
"11531","i weŸ siê tu cz³owieku ucz :)"
"11532","Ah <3"
"11533","Bravo jesteœcie 1!!!"
"11534","no i super :D szkoda ze 1 na tydzieñ:D"
"11535","Co nowego u naszej znajomej \Plotkary\""? ;) Mo¿e siê przekonaæ o tym ju¿ teraz ogl¹daj¹c 9. odcinek 6 sezonu z napisami.  http://iitv.info/plotkara/s06e09-the-revengers.html"""
"11536","Jestem zszokowany koñcówk¹ odcinka ! Po prostu SZOK !"
"11537","no zawsze rano musicie wrzucaæ, zawsze rano ;) Nie tylko studenci s¹ Waszymi fanami :) (W swoim czasie ominê³am sporo zajêæ przez seriale, ale to ju¿ zamierzch³e czasy). Ale za to wracam po pracy i ju¿ nic nie stoi na przeszkodzie w ogl¹daniu :)"
"11538","A tu tyle nauki:("
"11539","SPOILER ALERT!  Koncowka do dupy... Brazylijska prawie..."
"11540","Blair i Chuck <3 jak ja ich lubiê :3"
"11541","a co z nowym odcinkiem the walking dead?"
"11542","Dawid, TWD ma przerwê do lutego jakoœ"
"11543","wróci³a stara dobra plotkara!"
"11544","niestety za tydzieñ ostatni odcinek"
"11545","Przestañcie wrzucaæ na hd3d!"
"11546","Putlocker najlepszy"
"11547","ooooooo uwielbiam"
"11548","proooosze dajcie torchwood z lektorem,przynajmniej sezon 1 na innych playerach,bo te ktore sa to tylko z platnych stron!!!!"
"11549","sorki,moze to niewiele da,ale wycofalam swoj lajk dla Was poki nie wrocicie do stanu lepszego,w tym wypadku do poczatku,kiedy oferowaliscie playery ze stron na ktorych nie trzeba bylo wykupic konta premium zeby ogladac swoj serial,pamietam te czasy,niestety teraz tylko hd3d,maxvideo itp. :("
"11550","Ufff... baliœmy siê, ¿e wczoraj (12.12.2012r.) mo¿e zdarzyæ siê coœ z³ego, ale... jest dobrze! Ba, jest baaardzo dobrze, bowiem mamy ju¿ dostêpny 11. odcinek 2 sezonu serialu \Dwie sp³ukane dziewczyny\"". Poznajcie ich kolejne przygody w pogoni za za³o¿eniem w³asnego interesu ;)  http://iitv.info/2-broke-girls/s02e11-and-the-silent-partner.html"""
"11551","lubie ten serial <3 dobre txt maj¹ :)"
"11552","choster od siebie ma dalej wirusa :/ "
"11553","dzieki za szybk¹ wrzute Arrow e09 :D "
"11554","wie ktoœ co siê dzieje z 2 odcinkiem el Barco? t³umaczenie:("
"11555","Ale¿ nam siê dziœ nie chcia³o wstawaæ rano, zieeew.... te¿ tak macie? Jednak zmobilizowa³ nas 11. odcinek 2 sezonu \Jess i ch³opaki\"" z napisami. My ju¿ lecimy ogl¹daæ, a Wy? ;)  http://iitv.info/jess-i-chlopaki/s02e11-santa.html"""
"11556","zupelnie jak ja :D"
"11557","i ja :-)"
"11558","i ja"
"11559","szkoda tylko, ¿e jednak bez napisów... niektórym na szczêœcie to nie przeszkadza i i tak wstaj¹ by to obejrzeæ"
"11560","o Edyta :D"
"11561","blisko... Ka¿dego ranka obiecuje sobie, ¿e wstanê dziœ wczeœniej ;p"
"11562","Aleksandra Lewandowska, a¿ tak Ÿle wygl¹dam ?"
"11563","o 8 rano... zdarza siê :D"
"11564","Dlaczego jest napisane ¿e nowe tvd s¹ z polskimi napisami, a nie ma? :< "
"11565","Tak Mam ;P"
"11566","To tak jak ja!1"
"11567","Ja chcê \Pamiêtniki\"" !"""
"11568","I mam, wiêc zaczynam ogl¹daæ."
"11569","nie moglam sie dopczekac,wiec wczoraj obejrzal :P"
"11570","co jest z napisami do misfitsów ? od niedzieli czekaaam !"
"11571","big bank teory zastêpczo poelcam"
"11572","Kiedy bêd¹ jakiekolwiek napisy do Modern Family?:(("
"11573","zapomnieliscie o serialu Nurse Jackie!?"
"11574","kiedy bêd¹ napisy do misfits?"
"11575","no tak w³aœnie coœ mi nie pasowa³o... -.-\""#2012-01-19 22:25:29"""
"11576","tylko mnie na przyk³ad nie chce siê nic za³¹czyæ na video.anyfiles.. o.O mojej kole¿ance te¿..o.o\""#2012-01-23 16:40:11"""
"11577","a mi nie dzia³a :/ ca³y czas wyœwietla siê komunikat ,,Trwa konwersja filmu, poczekaj kilkanaœcie minut i wróæ to nas niebawem.\""#2012-05-08 11:42:50"""
"11578","Kpina.Juz trzy dni mam Obecnie zbyt du¿o osób ogl¹da film za pomoc¹ playera premium. Zaloguj siê aby obejrzeæ film\""#2012-02-24 22:03:51"""
"11579","Obecnie zbyt du¿o osób ogl¹da film za pomoc¹ playera premium. Zaloguj siê aby obejrzeæ film\""#2012-02-24 22:10:21"""
"11580","Ten odcinek Teen Wolf to nie Pilot tylko odcinek specjalny ,,Origins\""#2012-05-29 15:54:56"""
